-3.573459999999999970e-01,2.293959999999999888e-01,0.000000000000000000e+00
1.198870000000000102e+00,-7.755489999999999606e-02,0.000000000000000000e+00
-6.318780000000000507e-01,8.401640000000000497e-02,0.000000000000000000e+00
-4.490169999999999995e-01,1.416330000000000089e-01,0.000000000000000000e+00
1.147389999999999910e+00,-6.631349999999999745e-02,0.000000000000000000e+00
5.135150000000000547e-01,3.397239999999999982e-02,0.000000000000000000e+00
-9.865040000000000475e-01,-4.815250000000000086e-02,0.000000000000000000e+00
-1.975700000000000012e+00,3.902739999999999682e-02,0.000000000000000000e+00
-2.018260000000000165e+00,1.284210000000000074e-01,0.000000000000000000e+00
-6.765970000000000317e-02,9.205879999999999619e-02,0.000000000000000000e+00
9.967340000000000089e-01,8.696210000000000051e-02,0.000000000000000000e+00
-3.806370000000000031e-01,-1.136550000000000060e-01,0.000000000000000000e+00
9.104139999999999455e-01,-9.515529999999999822e-02,0.000000000000000000e+00
-4.621709999999999985e-01,8.062890000000000335e-02,0.000000000000000000e+00
5.510759999999999964e-02,-3.577169999999999656e-02,0.000000000000000000e+00
7.277979999999999450e-01,1.039979999999999932e-01,0.000000000000000000e+00
6.077280000000000459e-01,-6.740219999999999545e-02,0.000000000000000000e+00
9.614690000000000181e-01,2.709879999999999928e-02,0.000000000000000000e+00
5.042209999999999748e-02,-9.895750000000000379e-02,0.000000000000000000e+00
-3.955199999999999688e-02,-7.011149999999999327e-02,0.000000000000000000e+00
2.047829999999999928e-01,-7.333190000000000541e-02,0.000000000000000000e+00
-2.484649999999999914e-01,-1.289089999999999958e-01,0.000000000000000000e+00
1.487539999999999973e-01,1.397190000000000099e-01,0.000000000000000000e+00
1.721360000000000001e+00,1.532250000000000001e-01,0.000000000000000000e+00
-8.773900000000000032e-01,-2.324460000000000137e-01,0.000000000000000000e+00
1.360389999999999988e+00,-1.145329999999999959e-01,0.000000000000000000e+00
6.150520000000000431e-01,-3.889639999999999764e-02,0.000000000000000000e+00
9.650150000000000394e-02,-1.281849999999999934e-01,0.000000000000000000e+00
-2.777080000000000104e-01,9.995049999999999768e-02,0.000000000000000000e+00
-4.291329999999999867e-01,-1.859490000000000047e-05,0.000000000000000000e+00
-3.320279999999999898e-01,-5.160900000000000210e-02,0.000000000000000000e+00
1.053730000000000055e+00,-9.045830000000000537e-02,0.000000000000000000e+00
2.357299999999999951e+00,8.996909999999999630e-02,0.000000000000000000e+00
7.994090000000000362e-01,-1.057349999999999957e-02,0.000000000000000000e+00
1.368559999999999999e+00,9.784479999999999913e-03,0.000000000000000000e+00
-1.344609999999999972e-01,4.031180000000000180e-02,0.000000000000000000e+00
-3.253480000000000261e-01,7.464590000000000114e-02,0.000000000000000000e+00
6.792040000000000299e-01,1.363459999999999950e-01,0.000000000000000000e+00
-6.256249999999999867e-01,-1.468039999999999901e-01,0.000000000000000000e+00
2.138479999999999936e+00,-1.133450000000000013e-01,0.000000000000000000e+00
-5.058049999999999491e-01,-1.255209999999999937e-01,0.000000000000000000e+00
-1.679999999999999938e+00,-5.237529999999999963e-02,0.000000000000000000e+00
1.009509999999999907e+00,-2.698400000000000104e-02,0.000000000000000000e+00
2.266519999999999868e+00,3.676460000000000145e-02,0.000000000000000000e+00
-1.076489999999999947e+00,8.562939999999999441e-02,0.000000000000000000e+00
-2.330810000000000048e+00,-1.062579999999999948e-02,0.000000000000000000e+00
-9.364400000000000501e-01,-9.472070000000000489e-02,0.000000000000000000e+00
2.695870000000000211e-01,3.367880000000000179e-02,0.000000000000000000e+00
