0.3104264281,0.1572539736,0.3017759657,0.1793425239,0.4076916133,0.1898963254,0.1561387067,0.2376242545,0.4166666667,0.1621735468,0.0573601304,0.0946782178,0.0613014183,0.0313000796,0.2294251623,0.0927389071,0.0602777778,0.2491002084,0.1676985422,0.0485469093,0.2554251156,0.1929637527,0.2454803526,0.1292764451,0.4809482929,0.1455404527,0.1908945687,0.4426116838,0.2783362902,0.1151121606,0
0.2886554025,0.2029083531,0.2891299841,0.1597030753,0.4953507267,0.3301024477,0.1070290534,0.1545725646,0.4580808081,0.3822662174,0.026688394,0.0856391443,0.0294963012,0.0146956096,0.0810415746,0.1256346321,0.0428787879,0.1229399507,0.1252040299,0.0528654146,0.2337246531,0.2257462687,0.2275013696,0.1094425875,0.3964207885,0.2428520146,0.1509584665,0.2502749141,0.319140548,0.1757182212,0
0.1194093426,0.0923233006,0.1143666644,0.0553128314,0.4493093798,0.1396846819,0.0692596064,0.1031809145,0.3813131313,0.402064027,0.0600398334,0.1362712164,0.0542807332,0.0166194121,0.2683142401,0.090635984,0.0501262626,0.2691797689,0.1743119266,0.0716250017,0.0818214159,0.0970149254,0.0733104238,0.0318767204,0.404345242,0.0849026399,0.0708226837,0.2139862543,0.1744529864,0.1488259216,0
0.2862889867,0.2945552925,0.2682606593,0.1613149523,0.3358310012,0.0560701797,0.0600281162,0.14527833,0.2055555556,0.1826032013,0.0262176353,0.4379862093,0.0194600198,0.0137430472,0.0897100316,0.0198801334,0.0339141414,0.2204963061,0.2649293634,0.0304782831,0.1910352188,0.2875799574,0.1695801584,0.0886502163,0.1706398996,0.0183368746,0.0386022364,0.1722680412,0.0831854918,0.0436179982,0
0.0575039046,0.2411227596,0.05473015,0.0247720042,0.3012548524,0.1228452242,0.0372071228,0.0294085487,0.3580808081,0.3173967987,0.0162230672,0.1318290311,0.0158789992,0.0026204805,0.2466261006,0.1067083246,0.0401010101,0.1120856223,0.2512804638,0.0582894573,0.0367840626,0.2649253731,0.0341152448,0.0140090444,0.3865152216,0.1051799245,0.0549520767,0.0881099656,0.3035679085,0.1249508068,0
0.2399072365,0.1663848495,0.2366802571,0.1297136797,0.4556287804,0.2194343905,0.1544517338,0.1366302187,0.3106060606,0.2205139006,0.0550787615,0.0815947666,0.051406493,0.0244080105,0.1283271578,0.090260462,0.0586363636,0.107217276,0.0900264535,0.0527617705,0.207399502,0.2313432836,0.1965735345,0.0976700747,0.5166083339,0.1826993044,0.2436102236,0.2250171821,0.2329982259,0.1834579562,0
0.3080600123,0.4257693608,0.2979752609,0.1770943796,0.3149769793,0.1766762775,0.111316776,0.1681908549,0.3782828283,0.152064027,0.0442875249,0.2194130127,0.0460820808,0.0250243744,0.0932114084,0.0868807643,0.0529040404,0.2242849024,0.1199977486,0.0366623827,0.2568480968,0.5277185501,0.2419941232,0.1262288635,0.2973651192,0.1395251817,0.1822683706,0.4405498282,0.2574413562,0.0926800472,0
0.2261820247,0.4020967196,0.2137378205,0.1206362672,0.304595107,0.0928777376,0.0388238051,0.055417495,0.2196969697,0.1878685762,0.1067173638,0.1878094059,0.0884889035,0.0404708273,0.140870925,0.056373359,0.0294949495,0.1410304982,0.2276411324,0.0302018988,0.1796513696,0.3651385928,0.1622092734,0.0814244986,0.2465165423,0.0571062666,0.0441134185,0.1276632302,0.1711019121,0.0694608422,0
0.3151592598,0.2242137301,0.3000483726,0.1816755037,0.2186512594,0.1264032881,0.0435098407,0.0856361829,0.147979798,0.201558551,0.0274126381,0.1244695898,0.0326061349,0.0144714773,0.0939592752,0.0714843633,0.0272474747,0.1507103618,0.0755332921,0.057218468,0.239772323,0.2977078891,0.2274515663,0.1158818325,0.2491580268,0.1270095371,0.0838658147,0.2950515464,0.1539522965,0.1653548472,0
0.2347011217,0.2884680419,0.2205790892,0.1247507953,0.2706508983,0.0862830501,0.0462043112,0.0670477137,0.4080808081,0.2346251053,0.0419337317,0.0602678571,0.035951562,0.0199253639,0.1868647381,0.0460239733,0.0331060606,0.151543853,0.1699499071,0.0601205036,0.1839203131,0.2481343284,0.1656456995,0.0840542666,0.2854784389,0.0599295631,0.0735063898,0.2163573883,0.2404888626,0.1248852158,0
0.2148232287,0.3057152519,0.2042015065,0.1126193001,0.3846709398,0.1084289307,0.0711340206,0.1132206759,0.4343434343,0.1918702612,0.0772768423,0.1323594413,0.0671912548,0.0311319803,0.2248699731,0.0485925436,0.0340656566,0.1642356507,0.3418979006,0.051518041,0.1746709356,0.2785181237,0.15638229,0.0788930397,0.3548174074,0.0581249818,0.0724920128,0.2170446735,0.3431894343,0.1004853732,0
